Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Devon,E10000008,Upper tier local authority,04/04/2020,33,248
Doncaster,E08000017,Upper tier local authority,04/04/2020,7,177
Dorset,E06000059,Upper tier local authority,04/04/2020,7,129
Dudley,E08000027,Upper tier local authority,04/04/2020,27,329
Ealing,E09000009,Upper tier local authority,04/04/2020,24,525
East Riding of Yorkshire,E06000011,Upper tier local authority,04/04/2020,14,119
East Sussex,E10000011,Upper tier local authority,04/04/2020,20,212
Enfield,E09000010,Upper tier local authority,04/04/2020,19,376
Essex,E10000012,Upper tier local authority,04/04/2020,83,1076
Gateshead,E08000037,Upper tier local authority,04/04/2020,31,208
Gloucestershire,E10000013,Upper tier local authority,04/04/2020,44,374
Greenwich,E09000011,Upper tier local authority,04/04/2020,14,337
Hackney,E09000012,Upper tier local authority,04/04/2020,23,369
Halton,E06000006,Upper tier local authority,04/04/2020,12,109
Hammersmith and Fulham,E09000013,Upper tier local authority,04/04/2020,16,291
Hampshire,E10000014,Upper tier local authority,04/04/2020,72,1089
Haringey,E09000014,Upper tier local authority,04/04/2020,16,314
Harrow,E09000015,Upper tier local authority,04/04/2020,24,487
Hartlepool,E06000001,Upper tier local authority,04/04/2020,6,36
Havering,E09000016,Upper tier local authority,04/04/2020,21,289
"Herefordshire, County of",E06000019,Upper tier local authority,04/04/2020,4,67
Hertfordshire,E10000015,Upper tier local authority,04/04/2020,48,1007
Hillingdon,E09000017,Upper tier local authority,04/04/2020,16,365
Hounslow,E09000018,Upper tier local authority,04/04/2020,16,355
Isle of Wight,E06000046,Upper tier local authority,04/04/2020,3,31
Islington,E09000019,Upper tier local authority,04/04/2020,11,272
Kensington and Chelsea,E09000020,Upper tier local authority,04/04/2020,5,277
Kent,E10000016,Upper tier local authority,04/04/2020,63,971
"Kingston upon Hull, City of",E06000010,Upper tier local authority,04/04/2020,8,51
Kingston upon Thames,E09000021,Upper tier local authority,04/04/2020,11,206
Kirklees,E08000034,Upper tier local authority,04/04/2020,14,207
Knowsley,E08000011,Upper tier local authority,04/04/2020,17,175
Lambeth,E09000022,Upper tier local authority,04/04/2020,30,700
Lancashire,E10000017,Upper tier local authority,04/04/2020,89,952
Leeds,E08000035,Upper tier local authority,04/04/2020,18,359
Leicester,E06000016,Upper tier local authority,04/04/2020,15,232
Leicestershire,E10000018,Upper tier local authority,04/04/2020,21,362
Lewisham,E09000023,Upper tier local authority,04/04/2020,26,517
Lincolnshire,E10000019,Upper tier local authority,04/04/2020,19,303
Liverpool,E08000012,Upper tier local authority,04/04/2020,46,550
Luton,E06000032,Upper tier local authority,04/04/2020,5,208
Manchester,E08000003,Upper tier local authority,04/04/2020,40,360
Medway,E06000035,Upper tier local authority,04/04/2020,24,228
Merton,E09000024,Upper tier local authority,04/04/2020,14,370
Middlesbrough,E06000002,Upper tier local authority,04/04/2020,21,170
Milton Keynes,E06000042,Upper tier local authority,04/04/2020,10,197
Newcastle upon Tyne,E08000021,Upper tier local authority,04/04/2020,23,367
Newham,E09000025,Upper tier local authority,04/04/2020,42,540
Norfolk,E10000020,Upper tier local authority,04/04/2020,29,351
North East Lincolnshire,E06000012,Upper tier local authority,04/04/2020,3,52
North Lincolnshire,E06000013,Upper tier local authority,04/04/2020,4,64
North Somerset,E06000024,Upper tier local authority,04/04/2020,6,83
North Tyneside,E08000022,Upper tier local authority,04/04/2020,24,180
North Yorkshire,E10000023,Upper tier local authority,04/04/2020,27,298
Northamptonshire,E10000021,Upper tier local authority,04/04/2020,42,515
Northumberland,E06000057,Upper tier local authority,04/04/2020,25,206
Nottingham,E06000018,Upper tier local authority,04/04/2020,15,200
Nottinghamshire,E10000024,Upper tier local authority,04/04/2020,27,476
Oldham,E08000004,Upper tier local authority,04/04/2020,13,229
Oxfordshire,E10000025,Upper tier local authority,04/04/2020,39,535
Peterborough,E06000031,Upper tier local authority,04/04/2020,4,74
Plymouth,E06000026,Upper tier local authority,04/04/2020,10,102
Portsmouth,E06000044,Upper tier local authority,04/04/2020,6,112
Reading,E06000038,Upper tier local authority,04/04/2020,13,125
Redbridge,E09000026,Upper tier local authority,04/04/2020,23,333
Redcar and Cleveland,E06000003,Upper tier local authority,04/04/2020,13,111
Richmond upon Thames,E09000027,Upper tier local authority,04/04/2020,7,217
Rochdale,E08000005,Upper tier local authority,04/04/2020,17,185
Rotherham,E08000018,Upper tier local authority,04/04/2020,11,249
Salford,E08000006,Upper tier local authority,04/04/2020,16,258
Sandwell,E08000028,Upper tier local authority,04/04/2020,19,395
Sefton,E08000014,Upper tier local authority,04/04/2020,31,288
Sheffield,E08000019,Upper tier local authority,04/04/2020,42,963
Shropshire,E06000051,Upper tier local authority,04/04/2020,8,171
Slough,E06000039,Upper tier local authority,04/04/2020,14,167
Solihull,E08000029,Upper tier local authority,04/04/2020,23,251
Somerset,E10000027,Upper tier local authority,04/04/2020,6,121
South Gloucestershire,E06000025,Upper tier local authority,04/04/2020,9,136
South Tyneside,E08000023,Upper tier local authority,04/04/2020,12,111
Southampton,E06000045,Upper tier local authority,04/04/2020,11,176
Southend-on-Sea,E06000033,Upper tier local authority,04/04/2020,15,150
Southwark,E09000028,Upper tier local authority,04/04/2020,36,713
St. Helens,E08000013,Upper tier local authority,04/04/2020,30,252
Staffordshire,E10000028,Upper tier local authority,04/04/2020,42,619
Stockport,E08000007,Upper tier local authority,04/04/2020,26,278
Stockton-on-Tees,E06000004,Upper tier local authority,04/04/2020,12,125
Stoke-on-Trent,E06000021,Upper tier local authority,04/04/2020,6,114
Suffolk,E10000029,Upper tier local authority,04/04/2020,19,288
Sunderland,E08000024,Upper tier local authority,04/04/2020,46,337
Surrey,E10000030,Upper tier local authority,04/04/2020,66,1021
Sutton,E09000029,Upper tier local authority,04/04/2020,5,301
Swindon,E06000030,Upper tier local authority,04/04/2020,12,85
Tameside,E08000008,Upper tier local authority,04/04/2020,15,177
Telford and Wrekin,E06000020,Upper tier local authority,04/04/2020,7,94
Thurrock,E06000034,Upper tier local authority,04/04/2020,8,132
Torbay,E06000027,Upper tier local authority,04/04/2020,4,58
Tower Hamlets,E09000030,Upper tier local authority,04/04/2020,19,362
Trafford,E08000009,Upper tier local authority,04/04/2020,16,241
Wakefield,E08000036,Upper tier local authority,04/04/2020,11,192
Walsall,E08000030,Upper tier local authority,04/04/2020,26,410
Waltham Forest,E09000031,Upper tier local authority,04/04/2020,20,393
Wandsworth,E09000032,Upper tier local authority,04/04/2020,24,576
Warrington,E06000007,Upper tier local authority,04/04/2020,16,161
Warwickshire,E10000031,Upper tier local authority,04/04/2020,37,444
West Berkshire,E06000037,Upper tier local authority,04/04/2020,13,113
West Sussex,E10000032,Upper tier local authority,04/04/2020,15,304
Westminster,E09000033,Upper tier local authority,04/04/2020,15,399
Wigan,E08000010,Upper tier local authority,04/04/2020,14,197
Wiltshire,E06000054,Upper tier local authority,04/04/2020,9,161
Windsor and Maidenhead,E06000040,Upper tier local authority,04/04/2020,8,115
Wirral,E08000015,Upper tier local authority,04/04/2020,42,278
Wokingham,E06000041,Upper tier local authority,04/04/2020,9,119
Wolverhampton,E08000031,Upper tier local authority,04/04/2020,20,326
Worcestershire,E10000034,Upper tier local authority,04/04/2020,16,436
York,E06000014,Upper tier local authority,04/04/2020,4,75
England,E92000001,Country,03/04/2020,3911,44495
West Midlands,E12000005,Region,03/04/2020,366,5041
East of England,E12000006,Region,03/04/2020,331,3614
North West,E12000002,Region,03/04/2020,674,5865
East Midlands,E12000004,Region,03/04/2020,257,2765
South West,E12000009,Region,03/04/2020,184,1917
London,E12000007,Region,03/04/2020,901,12865
Yorkshire and The Humber,E12000003,Region,03/04/2020,295,3176
North East,E12000001,Region,03/04/2020,259,1956
South East,E12000008,Region,03/04/2020,479,5650
Barking and Dagenham,E09000002,Upper tier local authority,03/04/2020,16,224
Barnet,E09000003,Upper tier local authority,03/04/2020,36,681
Barnsley,E08000016,Upper tier local authority,03/04/2020,9,228
Bath and North East Somerset,E06000022,Upper tier local authority,03/04/2020,4,65
Bedford,E06000055,Upper tier local authority,03/04/2020,19,132
Bexley,E09000004,Upper tier local authority,03/04/2020,24,269
Birmingham,E08000025,Upper tier local authority,03/04/2020,80,1350
Blackburn with Darwen,E06000008,Upper tier local authority,03/04/2020,9,75
Blackpool,E06000009,Upper tier local authority,03/04/2020,8,74
Bolton,E08000001,Upper tier local authority,03/04/2020,35,179
"Bournemouth, Christchurch and Poole",E06000058,Upper tier local authority,03/04/2020,11,113
Bracknell Forest,E06000036,Upper tier local authority,03/04/2020,10,69
Bradford,E08000032,Upper tier local authority,03/04/2020,25,219
Brent,E09000005,Upper tier local authority,03/04/2020,55,752
Brighton and Hove,E06000043,Upper tier local authority,03/04/2020,9,132
"Bristol, City of",E06000023,Upper tier local authority,03/04/2020,19,200
Bromley,E09000006,Upper tier local authority,03/04/2020,30,520
Buckinghamshire,E10000002,Upper tier local authority,03/04/2020,23,320
Bury,E08000002,Upper tier local authority,03/04/2020,18,142
Calderdale,E08000033,Upper tier local authority,03/04/2020,12,86
Cambridgeshire,E10000003,Upper tier local authority,03/04/2020,17,240
Camden,E09000007,Upper tier local authority,03/04/2020,18,305
Central Bedfordshire,E06000056,Upper tier local authority,03/04/2020,14,167
Cheshire East,E06000049,Upper tier local authority,03/04/2020,14,202
Cheshire West and Chester,E06000050,Upper tier local authority,03/04/2020,35,214
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,03/04/2020,18,182
County Durham,E06000047,Upper tier local authority,03/04/2020,37,275
Coventry,E08000026,Upper tier local authority,03/04/2020,22,270
Croydon,E09000008,Upper tier local authority,03/04/2020,47,696
Cumbria,E10000006,Upper tier local authority,03/04/2020,44,729
Darlington,E06000005,Upper tier local authority,03/04/2020,6,43
Derby,E06000015,Upper tier local authority,03/04/2020,22,281
Derbyshire,E10000007,Upper tier local authority,03/04/2020,33,528
Devon,E10000008,Upper tier local authority,03/04/2020,18,215
Doncaster,E08000017,Upper tier local authority,03/04/2020,16,170
Dorset,E06000059,Upper tier local authority,03/04/2020,15,122
Dudley,E08000027,Upper tier local authority,03/04/2020,16,302
Ealing,E09000009,Upper tier local authority,03/04/2020,30,501
East Riding of Yorkshire,E06000011,Upper tier local authority,03/04/2020,12,105
East Sussex,E10000011,Upper tier local authority,03/04/2020,12,192
Enfield,E09000010,Upper tier local authority,03/04/2020,21,357
Essex,E10000012,Upper tier local authority,03/04/2020,89,993
Gateshead,E08000037,Upper tier local authority,03/04/2020,19,177
Gloucestershire,E10000013,Upper tier local authority,03/04/2020,30,330
Greenwich,E09000011,Upper tier local authority,03/04/2020,23,323
Hackney,E09000012,Upper tier local authority,03/04/2020,25,346
Halton,E06000006,Upper tier local authority,03/04/2020,18,97
Hammersmith and Fulham,E09000013,Upper tier local authority,03/04/2020,19,275
Hampshire,E10000014,Upper tier local authority,03/04/2020,88,1017
Haringey,E09000014,Upper tier local authority,03/04/2020,22,298
Harrow,E09000015,Upper tier local authority,03/04/2020,23,463
Hartlepool,E06000001,Upper tier local authority,03/04/2020,5,30
Havering,E09000016,Upper tier local authority,03/04/2020,32,268
"Herefordshire, County of",E06000019,Upper tier local authority,03/04/2020,5,63
Hertfordshire,E10000015,Upper tier local authority,03/04/2020,70,959
Hillingdon,E09000017,Upper tier local authority,03/04/2020,43,349
Hounslow,E09000018,Upper tier local authority,03/04/2020,24,339
Isle of Wight,E06000046,Upper tier local authority,03/04/2020,1,28
Islington,E09000019,Upper tier local authority,03/04/2020,13,261
Kensington and Chelsea,E09000020,Upper tier local authority,03/04/2020,13,272
Kent,E10000016,Upper tier local authority,03/04/2020,89,908
"Kingston upon Hull, City of",E06000010,Upper tier local authority,03/04/2020,9,43
Kingston upon Thames,E09000021,Upper tier local authority,03/04/2020,20,195
Kirklees,E08000034,Upper tier local authority,03/04/2020,21,193
Knowsley,E08000011,Upper tier local authority,03/04/2020,21,158
Lambeth,E09000022,Upper tier local authority,03/04/2020,37,670
Lancashire,E10000017,Upper tier local authority,03/04/2020,112,863
Leeds,E08000035,Upper tier local authority,03/04/2020,37,341
Leicester,E06000016,Upper tier local authority,03/04/2020,26,217
Leicestershire,E10000018,Upper tier local authority,03/04/2020,26,341
Lewisham,E09000023,Upper tier local authority,03/04/2020,44,491
Lincolnshire,E10000019,Upper tier local authority,03/04/2020,38,284
Liverpool,E08000012,Upper tier local authority,03/04/2020,56,504
Luton,E06000032,Upper tier local authority,03/04/2020,15,203
Manchester,E08000003,Upper tier local authority,03/04/2020,30,320
Medway,E06000035,Upper tier local authority,03/04/2020,14,204
Merton,E09000024,Upper tier local authority,03/04/2020,22,356
Middlesbrough,E06000002,Upper tier local authority,03/04/2020,26,149
Milton Keynes,E06000042,Upper tier local authority,03/04/2020,12,187
Newcastle upon Tyne,E08000021,Upper tier local authority,03/04/2020,32,344
Newham,E09000025,Upper tier local authority,03/04/2020,57,498
Norfolk,E10000020,Upper tier local authority,03/04/2020,43,322
North East Lincolnshire,E06000012,Upper tier local authority,03/04/2020,10,49
North Lincolnshire,E06000013,Upper tier local authority,03/04/2020,14,60
North Somerset,E06000024,Upper tier local authority,03/04/2020,8,77
North Tyneside,E08000022,Upper tier local authority,03/04/2020,13,156
North Yorkshire,E10000023,Upper tier local authority,03/04/2020,33,271
Northamptonshire,E10000021,Upper tier local authority,03/04/2020,55,473
Northumberland,E06000057,Upper tier local authority,03/04/2020,22,181
Nottingham,E06000018,Upper tier local authority,03/04/2020,16,185
Nottinghamshire,E10000024,Upper tier local authority,03/04/2020,40,449
Oldham,E08000004,Upper tier local authority,03/04/2020,20,216
Oxfordshire,E10000025,Upper tier local authority,03/04/2020,67,496
Peterborough,E06000031,Upper tier local authority,03/04/2020,10,70
Plymouth,E06000026,Upper tier local authority,03/04/2020,14,92
Portsmouth,E06000044,Upper tier local authority,03/04/2020,10,106
Reading,E06000038,Upper tier local authority,03/04/2020,8,112
Redbridge,E09000026,Upper tier local authority,03/04/2020,19,310
Redcar and Cleveland,E06000003,Upper tier local authority,03/04/2020,17,98
Richmond upon Thames,E09000027,Upper tier local authority,03/04/2020,14,210
Rochdale,E08000005,Upper tier local authority,03/04/2020,16,168
Rotherham,E08000018,Upper tier local authority,03/04/2020,18,238
